scenario,step,mean_agency,mean_presence,mean_coherence,mean_reciprocity,mean_q,mean_pointer,mean_host_fitness,mean_developmental_maturity,mean_selfhood_S,mean_boundary_B,boundary_cumulative_signal
agency_only,43,0.9499999999999998,0.03749334576933329,0.08049999999999999,0.974350608632794,0.504,0.040249999999999994,0.0031039095377222866,0.0,0.0,0.0,0.0
agency_only,44,0.9499999999999998,0.03749318315541527,0.08049999999999999,0.9743528086519169,0.504,0.040249999999999994,0.0031039111195590606,0.0,0.0,0.0,0.0
agency_only,45,0.9499999999999998,0.037493020614675875,0.08049999999999999,0.9743550082041665,0.504,0.040249999999999994,0.00310391270168601,0.0,0.0,0.0,0.0
agency_only,46,0.9499999999999998,0.03749285814706159,0.08049999999999999,0.9743572072897428,0.504,0.040249999999999994,0.003103914284102661,0.0,0.0,0.0,0.0
agency_only,47,0.9499999999999998,0.037492695752518956,0.08049999999999999,0.9743594059088453,0.504,0.040249999999999994,0.003103915866808541,0.0,0.0,0.0,0.0
agency_only,48,0.9499999999999998,0.037492533430994575,0.08049999999999999,0.9743616040616732,0.504,0.040249999999999994,0.00310391744980318,0.0,0.0,0.0,0.0
agency_only,49,0.9499999999999998,0.03749237118243507,0.08049999999999999,0.9743638017484261,0.504,0.040249999999999994,0.003103919033086105,0.0,0.0,0.0,0.0
agency_only,50,0.9499999999999998,0.03749220900678717,0.08049999999999999,0.9743659989693029,0.504,0.040249999999999994,0.0031039206166568467,0.0,0.0,0.0,0.0
agency_only,51,0.9499999999999998,0.037492046903997614,0.08049999999999999,0.9743681957245027,0.504,0.040249999999999994,0.0031039222005149352,0.0,0.0,0.0,0.0
agency_only,52,0.9499999999999998,0.03749188487401322,0.08049999999999999,0.9743703920142246,0.504,0.040249999999999994,0.003103923784659901,0.0,0.0,0.0,0.0
agency_only,53,0.9499999999999998,0.03749172291678085,0.08049999999999999,0.974372587838667,0.504,0.040249999999999994,0.003103925369091275,0.0,0.0,0.0,0.0
agency_only,54,0.9499999999999998,0.03749156103224743,0.08049999999999999,0.9743747831980286,0.504,0.040249999999999994,0.00310392695380859,0.0,0.0,0.0,0.0
agency_only,55,0.9499999999999998,0.03749139922035992,0.08049999999999999,0.9743769780925081,0.504,0.040249999999999994,0.003103928538811378,0.0,0.0,0.0,0.0
agency_only,56,0.9499999999999998,0.037491237481065365,0.08049999999999999,0.9743791725223037,0.504,0.040249999999999994,0.0031039301240991714,0.0,0.0,0.0,0.0
agency_only,57,0.9499999999999998,0.03749107581431085,0.08049999999999999,0.9743813664876133,0.504,0.040249999999999994,0.003103931709671504,0.0,0.0,0.0,0.0
agency_only,58,0.9499999999999998,0.03749091422004349,0.08049999999999999,0.9743835599886355,0.504,0.040249999999999994,0.003103933295527911,0.0,0.0,0.0,0.0
agency_only,59,0.9499999999999998,0.03749075269821049,0.08049999999999999,0.9743857530255675,0.504,0.040249999999999994,0.003103934881667927,0.0,0.0,0.0,0.0
agency_only,60,0.9499999999999998,0.03749059124875909,0.08049999999999999,0.9743879455986075,0.504,0.040249999999999994,0.0031039364680910866,0.0,0.0,0.0,0.0
agency_only,61,0.9499999999999998,0.0374904298716366,0.08049999999999999,0.9743901377079531,0.504,0.040249999999999994,0.003103938054796926,0.0,0.0,0.0,0.0
agency_only,62,0.9499999999999998,0.037490268566790365,0.08049999999999999,0.9743923293538017,0.504,0.040249999999999994,0.0031039396417849824,0.0,0.0,0.0,0.0
agency_only,63,0.9499999999999998,0.037490107334167785,0.08049999999999999,0.9743945205363507,0.504,0.040249999999999994,0.003103941229054792,0.0,0.0,0.0,0.0
agency_only,64,0.9499999999999998,0.03748994617371633,0.08049999999999999,0.9743967112557971,0.504,0.040249999999999994,0.003103942816605893,0.0,0.0,0.0,0.0
agency_only,65,0.9499999999999998,0.037489785085383504,0.08049999999999999,0.9743989015123382,0.504,0.040249999999999994,0.003103944404437824,0.0,0.0,0.0,0.0
agency_only,66,0.9499999999999998,0.03748962406911688,0.08049999999999999,0.9744010913061711,0.504,0.040249999999999994,0.0031039459925501227,0.0,0.0,0.0,0.0
agency_only,67,0.9499999999999998,0.03748946312486408,0.08049999999999999,0.974403280637492,0.504,0.040249999999999994,0.00310394758094233,0.0,0.0,0.0,0.0
agency_only,68,0.9499999999999998,0.03748930225257276,0.08049999999999999,0.9744054695064981,0.504,0.040249999999999994,0.0031039491696139843,0.0,0.0,0.0,0.0
agency_only,69,0.9499999999999998,0.03748914145219067,0.08049999999999999,0.9744076579133857,0.504,0.040249999999999994,0.0031039507585646276,0.0,0.0,0.0,0.0
agency_only,70,0.9499999999999998,0.03748898072366558,0.08049999999999999,0.974409845858351,0.504,0.040249999999999994,0.0031039523477938004,0.0,0.0,0.0,0.0
agency_only,71,0.9499999999999998,0.03748882006694532,0.08049999999999999,0.9744120333415904,0.504,0.040249999999999994,0.0031039539373010436,0.0,0.0,0.0,0.0
agency_only,72,0.9499999999999998,0.037488659481977785,0.08049999999999999,0.9744142203633,0.504,0.040249999999999994,0.003103955527085901,0.0,0.0,0.0,0.0
agency_only,73,0.9499999999999998,0.037488498968710905,0.08049999999999999,0.974416406923676,0.504,0.040249999999999994,0.003103957117147915,0.0,0.0,0.0,0.0
agency_only,74,0.9499999999999998,0.037488338527092685,0.08049999999999999,0.9744185930229138,0.504,0.040249999999999994,0.0031039587074866287,0.0,0.0,0.0,0.0
agency_only,75,0.9499999999999998,0.03748817815707115,0.08049999999999999,0.9744207786612094,0.504,0.040249999999999994,0.003103960298101586,0.0,0.0,0.0,0.0
agency_only,76,0.9499999999999998,0.037488017858594416,0.08049999999999999,0.974422963838758,0.504,0.040249999999999994,0.003103961888992332,0.0,0.0,0.0,0.0
agency_only,77,0.9499999999999998,0.03748785763161063,0.08049999999999999,0.9744251485557552,0.504,0.040249999999999994,0.0031039634801584117,0.0,0.0,0.0,0.0
agency_only,78,0.9499999999999998,0.03748769747606799,0.08049999999999999,0.9744273328123966,0.504,0.040249999999999994,0.0031039650715993694,0.0,0.0,0.0,0.0
agency_only,79,0.9499999999999998,0.03748753739191476,0.08049999999999999,0.9744295166088768,0.504,0.040249999999999994,0.0031039666633147535,0.0,0.0,0.0,0.0
agency_only,80,0.9499999999999998,0.03748737737909923,0.08049999999999999,0.974431699945391,0.504,0.040249999999999994,0.00310396825530411,0.0,0.0,0.0,0.0
agency_only,81,0.9499999999999998,0.037487217437569796,0.08049999999999999,0.9744338828221342,0.504,0.040249999999999994,0.003103969847566985,0.0,0.0,0.0,0.0
agency_only,82,0.9499999999999998,0.037487057567274835,0.08049999999999999,0.9744360652393008,0.504,0.040249999999999994,0.0031039714401029286,0.0,0.0,0.0,0.0
agency_only,83,0.9499999999999998,0.03748689776816283,0.08049999999999999,0.9744382471970857,0.504,0.040249999999999994,0.0031039730329114877,0.0,0.0,0.0,0.0
agency_only,84,0.9499999999999998,0.0374867380401823,0.08049999999999999,0.9744404286956835,0.504,0.040249999999999994,0.0031039746259922123,0.0,0.0,0.0,0.0
agency_only,85,0.9499999999999998,0.03748657838328181,0.08049999999999999,0.974442609735288,0.504,0.040249999999999994,0.003103976219344652,0.0,0.0,0.0,0.0
agency_only,86,0.9499999999999998,0.037486418797409986,0.08049999999999999,0.9744447903160938,0.504,0.040249999999999994,0.0031039778129683558,0.0,0.0,0.0,0.0
agency_only,87,0.9499999999999998,0.0374862592825155,0.08049999999999999,0.9744469704382948,0.504,0.040249999999999994,0.0031039794068628756,0.0,0.0,0.0,0.0
agency_only,88,0.9499999999999998,0.037486099838547074,0.08049999999999999,0.9744491501020848,0.504,0.040249999999999994,0.0031039810010277625,0.0,0.0,0.0,0.0
agency_only,89,0.9499999999999998,0.0374859404654535,0.08049999999999999,0.9744513293076577,0.504,0.040249999999999994,0.003103982595462568,0.0,0.0,0.0,0.0
agency_only,90,0.9499999999999998,0.03748578116318359,0.08049999999999999,0.974453508055207,0.504,0.040249999999999994,0.003103984190166845,0.0,0.0,0.0,0.0
agency_only,91,0.9499999999999998,0.03748562193168624,0.08049999999999999,0.9744556863449264,0.504,0.040249999999999994,0.0031039857851401466,0.0,0.0,0.0,0.0
agency_only,92,0.9499999999999998,0.037485462770910374,0.08049999999999999,0.9744578641770094,0.504,0.040249999999999994,0.003103987380382026,0.0,0.0,0.0,0.0
agency_only,93,0.9499999999999998,0.037485303680804986,0.08049999999999999,0.9744600415516487,0.504,0.040249999999999994,0.003103988975892037,0.0,0.0,0.0,0.0
agency_only,94,0.9499999999999998,0.03748514466131911,0.08049999999999999,0.9744622184690379,0.504,0.040249999999999994,0.0031039905716697346,0.0,0.0,0.0,0.0
agency_only,95,0.9499999999999998,0.03748498571240183,0.08049999999999999,0.9744643949293698,0.504,0.040249999999999994,0.003103992167714674,0.0,0.0,0.0,0.0
agency_only,96,0.9499999999999998,0.03748482683400229,0.08049999999999999,0.9744665709328373,0.504,0.040249999999999994,0.0031039937640264105,0.0,0.0,0.0,0.0
agency_only,97,0.9499999999999998,0.03748466802606968,0.08049999999999999,0.9744687464796329,0.504,0.040249999999999994,0.003103995360604501,0.0,0.0,0.0,0.0
agency_only,98,0.9499999999999998,0.03748450928855324,0.08049999999999999,0.9744709215699491,0.504,0.040249999999999994,0.0031039969574485015,0.0,0.0,0.0,0.0
agency_only,99,0.9499999999999998,0.03748435062140227,0.08049999999999999,0.9744730962039787,0.504,0.040249999999999994,0.003103998554557971,0.0,0.0,0.0,0.0
agency_only,100,0.9499999999999998,0.03748419202456612,0.08049999999999999,0.9744752703819138,0.504,0.040249999999999994,0.0031040001519324657,0.0,0.0,0.0,0.0
agency_only,101,0.9499999999999998,0.03748403349799416,0.08049999999999999,0.9744774441039464,0.504,0.040249999999999994,0.003104001749571545,0.0,0.0,0.0,0.0
agency_only,102,0.9499999999999998,0.037483875041635854,0.08049999999999999,0.974479617370269,0.504,0.040249999999999994,0.003104003347474768,0.0,0.0,0.0,0.0
agency_only,103,0.9499999999999998,0.03748371665544071,0.08049999999999999,0.9744817901810728,0.504,0.040249999999999994,0.0031040049456416935,0.0,0.0,0.0,0.0
agency_only,104,0.9499999999999998,0.037483558339358264,0.08049999999999999,0.97448396253655,0.504,0.040249999999999994,0.0031040065440718825,0.0,0.0,0.0,0.0
agency_only,105,0.9499999999999998,0.037483400093338115,0.08049999999999999,0.9744861344368922,0.504,0.040249999999999994,0.0031040081427648946,0.0,0.0,0.0,0.0
agency_only,106,0.9499999999999998,0.037483241917329914,0.08049999999999999,0.974488305882291,0.504,0.040249999999999994,0.0031040097417202924,0.0,0.0,0.0,0.0
agency_only,107,0.9499999999999998,0.037483083811283374,0.08049999999999999,0.9744904768729374,0.504,0.040249999999999994,0.003104011340937637,0.0,0.0,0.0,0.0
agency_only,108,0.9499999999999998,0.03748292577514823,0.08049999999999999,0.9744926474090226,0.504,0.040249999999999994,0.0031040129404164896,0.0,0.0,0.0,0.0
agency_only,109,0.9499999999999998,0.037482767808874294,0.08049999999999999,0.9744948174907384,0.504,0.040249999999999994,0.0031040145401564157,0.0,0.0,0.0,0.0
agency_only,110,0.9499999999999998,0.03748260991241142,0.08049999999999999,0.9744969871182749,0.504,0.040249999999999994,0.0031040161401569757,0.0,0.0,0.0,0.0
agency_only,111,0.9499999999999998,0.03748245208570951,0.08049999999999999,0.9744991562918236,0.504,0.040249999999999994,0.003104017740417736,0.0,0.0,0.0,0.0
agency_only,112,0.9499999999999998,0.0374822943287185,0.08049999999999999,0.9745013250115744,0.504,0.040249999999999994,0.0031040193409382594,0.0,0.0,0.0,0.0
agency_only,113,0.9499999999999998,0.037482136641388435,0.08049999999999999,0.9745034932777189,0.504,0.040249999999999994,0.0031040209417181113,0.0,0.0,0.0,0.0
agency_only,114,0.9499999999999998,0.03748197902366932,0.08049999999999999,0.9745056610904467,0.504,0.040249999999999994,0.003104022542756857,0.0,0.0,0.0,0.0
agency_only,115,0.9499999999999998,0.0374818214755113,0.08049999999999999,0.9745078284499484,0.504,0.040249999999999994,0.0031040241440540646,0.0,0.0,0.0,0.0
agency_only,116,0.9499999999999998,0.03748166399686451,0.08049999999999999,0.9745099953564141,0.504,0.040249999999999994,0.003104025745609298,0.0,0.0,0.0,0.0
agency_only,117,0.9499999999999998,0.03748150658767917,0.08049999999999999,0.9745121618100341,0.504,0.040249999999999994,0.0031040273474221246,0.0,0.0,0.0,0.0
agency_only,118,0.9499999999999998,0.037481349247905506,0.08049999999999999,0.9745143278109978,0.504,0.040249999999999994,0.0031040289494921143,0.0,0.0,0.0,0.0
agency_only,119,0.9499999999999998,0.03748119197749385,0.08049999999999999,0.9745164933594954,0.504,0.040249999999999994,0.0031040305518188326,0.0,0.0,0.0,0.0
agency_only,120,0.9499999999999998,0.037481034776394535,0.08049999999999999,0.9745186584557163,0.504,0.040249999999999994,0.0031040321544018507,0.0,0.0,0.0,0.0
agency_only,121,0.9499999999999998,0.03748087764455799,0.08049999999999999,0.9745208230998503,0.504,0.040249999999999994,0.0031040337572407367,0.0,0.0,0.0,0.0
agency_only,122,0.9499999999999998,0.03748072058193465,0.08049999999999999,0.9745229872920865,0.504,0.040249999999999994,0.00310403536033506,0.0,0.0,0.0,0.0
agency_only,123,0.9499999999999998,0.03748056358847502,0.08049999999999999,0.974525151032614,0.504,0.040249999999999994,0.003104036963684392,0.0,0.0,0.0,0.0
agency_only,124,0.9499999999999998,0.03748040666412966,0.08049999999999999,0.9745273143216224,0.504,0.040249999999999994,0.0031040385672883018,0.0,0.0,0.0,0.0
agency_only,125,0.9499999999999998,0.03748024980884917,0.08049999999999999,0.9745294771593004,0.504,0.040249999999999994,0.003104040171146363,0.0,0.0,0.0,0.0
agency_only,126,0.9499999999999998,0.0374800930225842,0.08049999999999999,0.9745316395458365,0.504,0.040249999999999994,0.0031040417752581455,0.0,0.0,0.0,0.0
agency_only,127,0.9499999999999998,0.03747993630528545,0.08049999999999999,0.9745338014814203,0.504,0.040249999999999994,0.003104043379623224,0.0,0.0,0.0,0.0
agency_only,128,0.9499999999999998,0.03747977965690368,0.08049999999999999,0.9745359629662397,0.504,0.040249999999999994,0.0031040449842411693,0.0,0.0,0.0,0.0
agency_only,129,0.9499999999999998,0.03747962307738969,0.08049999999999999,0.9745381240004832,0.504,0.040249999999999994,0.0031040465891115565,0.0,0.0,0.0,0.0
agency_only,130,0.9499999999999998,0.03747946656669431,0.08049999999999999,0.9745402845843395,0.504,0.040249999999999994,0.0031040481942339587,0.0,0.0,0.0,0.0
agency_only,131,0.9499999999999998,0.03747931012476847,0.08049999999999999,0.9745424447179966,0.504,0.040249999999999994,0.003104049799607951,0.0,0.0,0.0,0.0
agency_only,132,0.9499999999999998,0.03747915375156309,0.08049999999999999,0.9745446044016424,0.504,0.040249999999999994,0.0031040514052331075,0.0,0.0,0.0,0.0
agency_only,133,0.9499999999999998,0.037478997447029185,0.08049999999999999,0.9745467636354651,0.504,0.040249999999999994,0.0031040530111090055,0.0,0.0,0.0,0.0
agency_only,134,0.9499999999999998,0.03747884121111778,0.08049999999999999,0.9745489224196525,0.504,0.040249999999999994,0.003104054617235219,0.0,0.0,0.0,0.0
agency_only,135,0.9499999999999998,0.03747868504377999,0.08049999999999999,0.974551080754392,0.504,0.040249999999999994,0.0031040562236113265,0.0,0.0,0.0,0.0
agency_only,136,0.9499999999999998,0.037478528944966956,0.08049999999999999,0.9745532386398716,0.504,0.040249999999999994,0.0031040578302369047,0.0,0.0,0.0,0.0
agency_only,137,0.9499999999999998,0.03747837291462986,0.08049999999999999,0.9745553960762783,0.504,0.040249999999999994,0.003104059437111531,0.0,0.0,0.0,0.0
agency_only,138,0.9499999999999998,0.037478216952719946,0.08049999999999999,0.9745575530637997,0.504,0.040249999999999994,0.0031040610442347838,0.0,0.0,0.0,0.0
agency_only,139,0.9499999999999998,0.037478061059188515,0.08049999999999999,0.9745597096026227,0.504,0.040249999999999994,0.003104062651606242,0.0,0.0,0.0,0.0
agency_only,140,0.9499999999999998,0.037477905233986884,0.08049999999999999,0.9745618656929345,0.504,0.040249999999999994,0.003104064259225484,0.0,0.0,0.0,0.0
agency_only,141,0.9499999999999998,0.03747774947706646,0.08049999999999999,0.974564021334922,0.504,0.040249999999999994,0.00310406586709209,0.0,0.0,0.0,0.0
agency_only,142,0.9499999999999998,0.03747759378837867,0.08049999999999999,0.9745661765287721,0.504,0.040249999999999994,0.0031040674752056407,0.0,0.0,0.0,0.0
agency_only,143,0.9499999999999998,0.037477438167874993,0.08049999999999999,0.9745683312746714,0.504,0.040249999999999994,0.003104069083565717,0.0,0.0,0.0,0.0
agency_only,144,0.9499999999999998,0.037477282615506965,0.08049999999999999,0.9745704855728061,0.504,0.040249999999999994,0.0031040706921719,0.0,0.0,0.0,0.0
agency_only,145,0.9499999999999998,0.03747712713122617,0.08049999999999999,0.9745726394233631,0.504,0.040249999999999994,0.0031040723010237713,0.0,0.0,0.0,0.0
agency_only,146,0.9499999999999998,0.03747697171498423,0.08049999999999999,0.9745747928265283,0.504,0.040249999999999994,0.0031040739101209137,0.0,0.0,0.0,0.0
agency_only,147,0.9499999999999998,0.03747681636673282,0.08049999999999999,0.9745769457824878,0.504,0.040249999999999994,0.003104075519462909,0.0,0.0,0.0,0.0
agency_only,148,0.9499999999999998,0.037476661086423675,0.08049999999999999,0.974579098291428,0.504,0.040249999999999994,0.0031040771290493418,0.0,0.0,0.0,0.0
agency_only,149,0.9499999999999998,0.03747650587400856,0.08049999999999999,0.9745812503535345,0.504,0.040249999999999994,0.003104078738879795,0.0,0.0,0.0,0.0
agency_only,150,0.9499999999999998,0.03747635072943929,0.08049999999999999,0.9745834019689932,0.504,0.040249999999999994,0.0031040803489538545,0.0,0.0,0.0,0.0
agency_only,151,0.9499999999999998,0.03747619565266775,0.08049999999999999,0.9745855531379894,0.504,0.040249999999999994,0.0031040819592711034,0.0,0.0,0.0,0.0
agency_only,152,0.9499999999999998,0.03747604064364584,0.08049999999999999,0.9745877038607091,0.504,0.040249999999999994,0.003104083569831128,0.0,0.0,0.0,0.0
agency_only,153,0.9499999999999998,0.03747588570232553,0.08049999999999999,0.9745898541373372,0.504,0.040249999999999994,0.0031040851806335146,0.0,0.0,0.0,0.0
agency_only,154,0.9499999999999998,0.03747573082865884,0.08049999999999999,0.9745920039680592,0.504,0.040249999999999994,0.003104086791677849,0.0,0.0,0.0,0.0
agency_only,155,0.9499999999999998,0.037475576022597816,0.08049999999999999,0.9745941533530603,0.504,0.040249999999999994,0.0031040884029637185,0.0,0.0,0.0,0.0
agency_only,156,0.9499999999999998,0.037475421284094576,0.08049999999999999,0.9745963022925256,0.504,0.040249999999999994,0.00310409001449071,0.0,0.0,0.0,0.0
agency_only,157,0.9499999999999998,0.03747526661310126,0.08049999999999999,0.9745984507866393,0.504,0.040249999999999994,0.003104091626258412,0.0,0.0,0.0,0.0
agency_only,158,0.9499999999999998,0.03747511200957008,0.08049999999999999,0.9746005988355868,0.504,0.040249999999999994,0.0031040932382664127,0.0,0.0,0.0,0.0
agency_only,159,0.9499999999999998,0.037474957473453294,0.08049999999999999,0.9746027464395526,0.504,0.040249999999999994,0.0031040948505143017,0.0,0.0,0.0,0.0
agency_only,160,0.9499999999999998,0.03747480300470318,0.08049999999999999,0.974604893598721,0.504,0.040249999999999994,0.0031040964630016676,0.0,0.0,0.0,0.0
agency_only,161,0.9499999999999998,0.0374746486032721,0.08049999999999999,0.9746070403132765,0.504,0.040249999999999994,0.0031040980757281,0.0,0.0,0.0,0.0
agency_only,162,0.9499999999999998,0.03747449426911243,0.08049999999999999,0.9746091865834032,0.504,0.040249999999999994,0.0031040996886931914,0.0,0.0,0.0,0.0
agency_only,163,0.9499999999999998,0.037474340002176615,0.08049999999999999,0.9746113324092854,0.504,0.040249999999999994,0.003104101301896531,0.0,0.0,0.0,0.0
agency_only,164,0.9499999999999998,0.03747418580241715,0.08049999999999999,0.974613477791107,0.504,0.040249999999999994,0.0031041029153377102,0.0,0.0,0.0,0.0
agency_only,165,0.9499999999999998,0.03747403166978655,0.08049999999999999,0.9746156227290519,0.504,0.040249999999999994,0.003104104529016322,0.0,0.0,0.0,0.0
agency_only,166,0.9499999999999998,0.0374738776042374,0.08049999999999999,0.9746177672233037,0.504,0.040249999999999994,0.0031041061429319585,0.0,0.0,0.0,0.0
agency_only,167,0.9499999999999998,0.03747372360572234,0.08049999999999999,0.974619911274046,0.504,0.040249999999999994,0.003104107757084212,0.0,0.0,0.0,0.0
agency_only,168,0.9499999999999998,0.037473569674194025,0.08049999999999999,0.9746220548814626,0.504,0.040249999999999994,0.0031041093714726776,0.0,0.0,0.0,0.0
